ProductKey,CurrencyAlternateKey,FIRST_NAME,LAST_NAME,OrderDateKey,OrderQuantity,UnitPrice,SecretCode
341,AUD,Virginia,Perez,25.12.2012 00:00:00,1,782,99,14AB1BC9-D
327,AUD,Luis,Hill,25.12.2012 00:00:00,1,782,99,8130EC91-6
358,USD,Gabriel,Foster,26.12.2012 00:00:00,1,2049,10,FAB6D395-2
360,USD,Samuel,Winston,26.12.2012 00:00:00,1,2049,10,C07E78D5-4
358,USD,Amanda,Cox,26.12.2012 00:00:00,1,2049,10,3C2767F2-D
339,USD,Isabelle,Alexander,26.12.2012 00:00:00,1,782,99,8EE019C4-0
360,AUD,Katrina,Shen,26.12.2012 00:00:00,1,2049,10,E2F7B7CC-7
358,AUD,Kyle,Perez,26.12.2012 00:00:00,1,2049,10,35CA1697-6
373,AUD,Warren,Zeng,26.12.2012 00:00:00,1,2181,56,0AA84478-7
360,CAD,Zachary,Bryant,27.12.2012 00:00:00,1,2049,10,392FCE63-B
352,USD,Shannon,Gao,27.12.2012 00:00:00,1,2071,42,8FCD7B4D-4
371,GBP,Shawn,Goel,27.12.2012 00:00:00,1,2181,56,953A0E55-4
362,GBP,Cassandra,Rana,27.12.2012 00:00:00,1,2049,10,412AAF0F-D
354,USD,Johnny,Raji,27.12.2012 00:00:00,1,2071,42,817495A0-6
329,USD,Logan,Rodriguez,27.12.2012 00:00:00,1,782,99,CB2D0F9F-3
354,AUD,Mayra,Suri,27.12.2012 00:00:00,1,2071,42,3FDDC078-4
358,AUD,Marshall,Andersen,27.12.2012 00:00:00,1,2049,10,1C4CADB6-3
360,AUD,Javier,Hernandez,27.12.2012 00:00:00,1,2049,10,064B5D78-4
373,AUD,Preston,Garcia,27.12.2012 00:00:00,1,2181,56,7C4A1877-E
380,AUD,Alisha,Zhu,28.12.2012 00:00:00,1,2443,35,7719C3A3-F
479,AUD,Alisha,Zhu,28.12.2012 00:00:00,1,8,99,46AFC5F8-8
577,AUD,Dawn,Xu,28.12.2012 00:00:00,1,1214,85,C5AF6A67-1
217,AUD,Dawn,Xu,28.12.2012 00:00:00,1,34,99,58CF4018-C
353,USD,Ricky,Vazquez,28.12.2012 00:00:00,1,2319,99,9FE866EA-9
478,USD,Ricky,Vazquez,28.12.2012 00:00:00,1,9,99,896E17F6-4
477,USD,Ricky,Vazquez,28.12.2012 00:00:00,1,4,99,76539A17-5
378,USD,Brad,Chande,28.12.2012 00:00:00,1,2443,35,63585F5E-5
540,USD,Brad,Chande,28.12.2012 00:00:00,1,32,60,C6EBF938-8
529,USD,Brad,Chande,28.12.2012 00:00:00,1,3,99,CE479C77-1
486,USD,Brad,Chande,28.12.2012 00:00:00,1,159,00,07DC51F8-C
374,USD,Hailey,Russell,28.12.2012 00:00:00,1,2443,35,0AFB455C-5
479,USD,Hailey,Russell,28.12.2012 00:00:00,1,8,99,EF02DEA3-2
477,USD,Hailey,Russell,28.12.2012 00:00:00,1,4,99,4B888CC2-2
214,USD,Hailey,Russell,28.12.2012 00:00:00,1,34,99,0CD0E737-3
231,USD,Hailey,Russell,28.12.2012 00:00:00,1,49,99,3FD3299A-1
372,USD,Kaitlyn,Henderson,28.12.2012 00:00:00,1,2443,35,FDAE5222-A
529,USD,Kaitlyn,Henderson,28.12.2012 00:00:00,1,3,99,E13FF851-9
540,USD,Kaitlyn,Henderson,28.12.2012 00:00:00,1,32,60,021E5E58-E
214,USD,Kaitlyn,Henderson,28.12.2012 00:00:00,1,34,99,CC77A304-9
581,CAD,Lauren,Washington,28.12.2012 00:00:00,1,1700,99,D02F81DC-D
234,CAD,Lauren,Washington,28.12.2012 00:00:00,1,49,99,0BE280FE-B
581,USD,Taylor,Perry,28.12.2012 00:00:00,1,1700,99,47D43C6E-2
234,USD,Taylor,Perry,28.12.2012 00:00:00,1,49,99,22E4834F-0
353,USD,Trinity,Richardson,28.12.2012 00:00:00,1,2319,99,7C77607C-9
537,USD,Trinity,Richardson,28.12.2012 00:00:00,1,35,00,65B12FE1-9
528,USD,Trinity,Richardson,28.12.2012 00:00:00,1,4,99,D83518E3-E
222,USD,Trinity,Richardson,28.12.2012 00:00:00,1,34,99,5914A76B-C
571,USD,Brandy,Arun,28.12.2012 00:00:00,1,742,35,3AE93C1A-A
541,USD,Brandy,Arun,28.12.2012 00:00:00,1,28,99,DBD3C052-D
530,USD,Brandy,Arun,28.12.2012 00:00:00,1,4,99,6922D14E-9
573,USD,Jennifer,Price,28.12.2012 00:00:00,1,2384,07,1252AE57-C
606,USD,Isaac,Allen,28.12.2012 00:00:00,1,539,99,5DBDF4F9-9
538,USD,Isaac,Allen,28.12.2012 00:00:00,1,21,49,F5204160-F
606,USD,Audrey,Blanco,28.12.2012 00:00:00,1,539,99,9B8DBCF2-A
376,AUD,Tabitha,Gomez,29.12.2012 00:00:00,1,2443,35,21812DAF-F
217,AUD,Tabitha,Gomez,29.12.2012 00:00:00,1,34,99,B020CC58-6
467,AUD,Tabitha,Gomez,29.12.2012 00:00:00,1,24,49,5544EBED-9
580,GBP,Derek,Xu,29.12.2012 00:00:00,1,1700,99,2A7B709E-5
529,GBP,Derek,Xu,29.12.2012 00:00:00,1,3,99,30CEC329-4
539,GBP,Derek,Xu,29.12.2012 00:00:00,1,24,99,F219DF8E-9
363,USD,Denise,Martinez,29.12.2012 00:00:00,1,2294,99,2149570E-8
478,USD,Denise,Martinez,29.12.2012 00:00:00,1,9,99,13FE25A5-9
477,USD,Denise,Martinez,29.12.2012 00:00:00,1,4,99,DABDA571-8
214,USD,Denise,Martinez,29.12.2012 00:00:00,1,34,99,B38CFF63-F
363,USD,Lisa,Cai,29.12.2012 00:00:00,1,2294,99,4A46B6F0-D
214,USD,Lisa,Cai,29.12.2012 00:00:00,1,34,99,3DB1A335-B
363,CAD,Jordan,King,29.12.2012 00:00:00,1,2294,99,69097A58-2
485,CAD,Jordan,King,29.12.2012 00:00:00,1,21,98,D8585975-A
363,USD,Abigail,Price,29.12.2012 00:00:00,1,2294,99,0E12426D-1
485,USD,Abigail,Price,29.12.2012 00:00:00,1,21,98,A61E070F-B
217,USD,Abigail,Price,29.12.2012 00:00:00,1,34,99,36F27F57-F
588,AUD,Melody,Jimenez,29.12.2012 00:00:00,1,769,49,F7953CE9-6
528,AUD,Melody,Jimenez,29.12.2012 00:00:00,1,4,99,0C050CF0-7
536,AUD,Melody,Jimenez,29.12.2012 00:00:00,1,29,99,2295B91F-6
604,AUD,Adrienne,Gutierrez,29.12.2012 00:00:00,1,539,99,D5A5C631-9
479,AUD,Adrienne,Gutierrez,29.12.2012 00:00:00,1,8,99,DF470FEF-0
477,AUD,Adrienne,Gutierrez,29.12.2012 00:00:00,1,4,99,F6C0386C-1
222,AUD,Adrienne,Gutierrez,29.12.2012 00:00:00,1,34,99,32BE6AB1-2
234,AUD,Adrienne,Gutierrez,29.12.2012 00:00:00,1,49,99,6986C1D0-A
363,AUD,Kyle,Patterson,29.12.2012 00:00:00,1,2294,99,5A997C22-7
478,AUD,Kyle,Patterson,29.12.2012 00:00:00,1,9,99,D6BBE00B-4
477,AUD,Kyle,Patterson,29.12.2012 00:00:00,1,4,99,8DEC5DA6-F
225,AUD,Kyle,Patterson,29.12.2012 00:00:00,1,8,99,085D6EB2-7
357,AUD,Janet,Alvarez,29.12.2012 00:00:00,1,2319,99,EC31A218-5
478,AUD,Janet,Alvarez,29.12.2012 00:00:00,1,9,99,CEF6F722-5
477,AUD,Janet,Alvarez,29.12.2012 00:00:00,1,4,99,D089FEBA-0
606,USD,Ian,Morgan,29.12.2012 00:00:00,1,539,99,5A1279A0-7
479,USD,Ian,Morgan,29.12.2012 00:00:00,1,8,99,2E006583-1
225,USD,Ian,Morgan,29.12.2012 00:00:00,1,8,99,7C439142-F
477,USD,Ian,Morgan,29.12.2012 00:00:00,1,4,99,4316BBD5-3
390,GBP,Javier,Jim+enez,29.12.2012 00:00:00,1,1120,49,7F6BEC1C-8
217,GBP,Javier,Jim+enez,29.12.2012 00:00:00,1,34,99,86DDB4AD-8
573,GBP,Joel,Patel,29.12.2012 00:00:00,1,2384,07,3E33469D-7
222,GBP,Joel,Patel,29.12.2012 00:00:00,1,34,99,028914C8-F
578,USD,Christine,Sutton,29.12.2012 00:00:00,1,1214,85,64EE682F-0
489,USD,Christine,Sutton,29.12.2012 00:00:00,1,53,99,3772655E-4
372,AUD,Latoya,Nara,30.12.2012 00:00:00,1,2443,35,45E40C25-0
479,AUD,Latoya,Nara,30.12.2012 00:00:00,1,8,99,B0BD1364-7
477,AUD,Latoya,Nara,30.12.2012 00:00:00,1,4,99,F17690DB-5
374,AUD,Lucas,Foster,30.12.2012 00:00:00,1,2443,35,1E6118A4-B
355,GBP,Anne,Hernandez,30.12.2012 00:00:00,1,2319,99,0A7F3A1E-B
478,GBP,Anne,Hernandez,30.12.2012 00:00:00,1,9,99,9E7F4B4E-6
477,GBP,Anne,Hernandez,30.12.2012 00:00:00,1,4,99,13BA69A7-8
222,GBP,Anne,Hernandez,30.12.2012 00:00:00,1,34,99,71A7F82A-A
361,GBP,Franklin,Raji,30.12.2012 00:00:00,1,2294,99,05B79DC1-E
478,GBP,Franklin,Raji,30.12.2012 00:00:00,1,9,99,7A4759A0-D
477,GBP,Franklin,Raji,30.12.2012 00:00:00,1,4,99,95994B48-3
225,GBP,Franklin,Raji,30.12.2012 00:00:00,1,8,99,FF05AB2B-E
357,USD,Frank,Navarro,30.12.2012 00:00:00,1,2319,99,E54B76DC-2
478,USD,Frank,Navarro,30.12.2012 00:00:00,1,9,99,11E1C724-0
477,USD,Frank,Navarro,30.12.2012 00:00:00,1,4,99,412BA4CD-A
214,USD,Frank,Navarro,30.12.2012 00:00:00,1,34,99,D6BDE704-0
372,USD,Brent,Lu,30.12.2012 00:00:00,1,2443,35,7FF84290-B
222,USD,Brent,Lu,30.12.2012 00:00:00,1,34,99,9956A8E8-8
593,USD,Keith,Deng,30.12.2012 00:00:00,1,564,99,4639D529-4
485,USD,Keith,Deng,30.12.2012 00:00:00,1,21,98,C02B7221-A
217,USD,Keith,Deng,30.12.2012 00:00:00,1,34,99,47DA381D-9
465,USD,Keith,Deng,30.12.2012 00:00:00,1,24,49,8B7EECFA-2
361,USD,Stephanie,Collins,30.12.2012 00:00:00,1,2294,99,A9EA9ADA-8
222,USD,Stephanie,Collins,30.12.2012 00:00:00,1,34,99,137E4540-B
565,GBP,Clayton,Kumar,30.12.2012 00:00:00,1,742,35,207979E2-0
482,GBP,Clayton,Kumar,30.12.2012 00:00:00,1,8,99,61D245C6-1
384,AUD,Melvin,Rai,30.12.2012 00:00:00,1,1120,49,5118072F-B
539,AUD,Melvin,Rai,30.12.2012 00:00:00,1,24,99,8142232A-4
529,AUD,Melvin,Rai,30.12.2012 00:00:00,1,3,99,B26475A5-B
214,AUD,Melvin,Rai,30.12.2012 00:00:00,1,34,99,DC57D7F6-7
488,AUD,Melvin,Rai,30.12.2012 00:00:00,1,53,99,87CFF6E0-3
576,AUD,Maria,King,30.12.2012 00:00:00,1,2384,07,4D31A520-3
222,AUD,Maria,King,30.12.2012 00:00:00,1,34,99,F985D0C7-8
584,AUD,Ruben,Patel,30.12.2012 00:00:00,1,539,99,6B256332-0
479,AUD,Ruben,Patel,30.12.2012 00:00:00,1,8,99,0E07EEAD-C
477,AUD,Ruben,Patel,30.12.2012 00:00:00,1,4,99,D9CE473E-8
361,AUD,Kari,Alvarez,30.12.2012 00:00:00,1,2294,99,1D208609-2
537,AUD,Kari,Alvarez,30.12.2012 00:00:00,1,35,00,268A9BFD-C
355,AUD,April,Deng,30.12.2012 00:00:00,1,2319,99,E13D0B04-A
485,AUD,April,Deng,30.12.2012 00:00:00,1,21,98,4DBBB2D3-A
478,AUD,April,Deng,30.12.2012 00:00:00,1,9,99,12361589-0
477,AUD,April,Deng,30.12.2012 00:00:00,1,4,99,AE47CD77-3
225,AUD,April,Deng,30.12.2012 00:00:00,1,8,99,A3A970A0-C
353,AUD,Alvin,Hu,30.12.2012 00:00:00,1,2319,99,35F0F4CC-F
528,AUD,Alvin,Hu,30.12.2012 00:00:00,1,4,99,58EE5197-3
537,AUD,Alvin,Hu,30.12.2012 00:00:00,1,35,00,01226600-D
480,AUD,Alvin,Hu,30.12.2012 00:00:00,1,2,29,EC2C3082-C
596,AUD,Dawn,Huang,30.12.2012 00:00:00,1,539,99,B0AEC220-8
560,USD,Jasmine,Cox,30.12.2012 00:00:00,1,1214,85,199A1565-4
530,USD,Jasmine,Cox,30.12.2012 00:00:00,1,4,99,1ABABF53-3
541,USD,Jasmine,Cox,30.12.2012 00:00:00,1,28,99,288667B9-0
463,USD,Jasmine,Cox,30.12.2012 00:00:00,1,24,49,AA023181-2
217,USD,Jasmine,Cox,30.12.2012 00:00:00,1,34,99,50B9E55A-4
604,USD,Justin,Foster,30.12.2012 00:00:00,1,539,99,CC245671-2
479,USD,Justin,Foster,30.12.2012 00:00:00,1,8,99,EDE64044-E
390,USD,Suzanne,Zhou,30.12.2012 00:00:00,1,1120,49,C832EB15-D
225,USD,Suzanne,Zhou,30.12.2012 00:00:00,1,8,99,0C8A0F6B-E
490,USD,Suzanne,Zhou,30.12.2012 00:00:00,1,53,99,CCD4D4AA-9
605,GBP,Dana,Schmidt,30.12.2012 00:00:00,1,539,99,7F9ABF31-6
538,GBP,Dana,Schmidt,30.12.2012 00:00:00,1,21,49,CBE4AAA0-4
577,USD,Kendra,Romero,30.12.2012 00:00:00,1,1214,85,A8B4761A-A
479,USD,Kendra,Romero,30.12.2012 00:00:00,1,8,99,6B37D2D3-8
477,USD,Kendra,Romero,30.12.2012 00:00:00,1,4,99,6CDF1363-F
482,USD,Kendra,Romero,30.12.2012 00:00:00,1,8,99,8A809388-D
353,USD,Robin,Ramos,31.12.2012 00:00:00,1,2319,99,E2309641-F
537,USD,Robin,Ramos,31.12.2012 00:00:00,1,35,00,030C779D-B
581,GBP,Arthur,Jim+enez,31.12.2012 00:00:00,1,1700,99,619CDD13-9
490,GBP,Arthur,Jim+enez,31.12.2012 00:00:00,1,53,99,1F3231FC-5
225,GBP,Arthur,Jim+enez,31.12.2012 00:00:00,1,8,99,70DAB760-7
380,GBP,Devin,Anderson,31.12.2012 00:00:00,1,2443,35,2DCF7EBD-6
540,GBP,Devin,Anderson,31.12.2012 00:00:00,1,32,60,DF89C239-F
378,USD,Ann,Rana,31.12.2012 00:00:00,1,2443,35,59D61241-1
529,USD,Ann,Rana,31.12.2012 00:00:00,1,3,99,98C22017-3
540,USD,Ann,Rana,31.12.2012 00:00:00,1,32,60,C2CEBD04-C
355,USD,Kelli,Cai,31.12.2012 00:00:00,1,2319,99,55F7D2E9-B
477,USD,Kelli,Cai,31.12.2012 00:00:00,1,4,99,7EC893FA-C
478,USD,Kelli,Cai,31.12.2012 00:00:00,1,9,99,F7F22AB7-2
487,USD,Kelli,Cai,31.12.2012 00:00:00,1,54,99,4764EA70-C
225,USD,Kelli,Cai,31.12.2012 00:00:00,1,8,99,704F083A-9
378,USD,Taylor,Price,31.12.2012 00:00:00,1,2443,35,9147C9E4-2
359,USD,Seth,Phillips,31.12.2012 00:00:00,1,2294,99,80CCFB5D-E
485,USD,Seth,Phillips,31.12.2012 00:00:00,1,21,98,D6C2EC0B-0
477,USD,Seth,Phillips,31.12.2012 00:00:00,1,4,99,62751C38-B
478,USD,Seth,Phillips,31.12.2012 00:00:00,1,9,99,46BC575C-C
363,USD,Jacqueline,Powell,31.12.2012 00:00:00,1,2294,99,200BB96F-1
480,USD,Jacqueline,Powell,31.12.2012 00:00:00,1,2,29,3DC01730-E
571,GBP,Dwayne,Navarro,31.12.2012 00:00:00,1,742,35,24469ED1-9
214,GBP,Dwayne,Navarro,31.12.2012 00:00:00,1,34,99,9DEA6075-E
583,AUD,Darren,Townsend,31.12.2012 00:00:00,1,1700,99,27F28A15-B
562,AUD,Peter,Xu,31.12.2012 00:00:00,1,2384,07,C3E3BECC-E
214,AUD,Peter,Xu,31.12.2012 00:00:00,1,34,99,93D96164-F
361,AUD,Candace,Fernandez,31.12.2012 00:00:00,1,2294,99,62AA219F-A
359,AUD,Jessie,Liu,31.12.2012 00:00:00,1,2294,99,59483695-E
357,AUD,Todd,Gao,31.12.2012 00:00:00,1,2319,99,07C5912A-A
478,AUD,Todd,Gao,31.12.2012 00:00:00,1,9,99,3764EDCD-8
477,AUD,Todd,Gao,31.12.2012 00:00:00,1,4,99,F3E472A8-F
214,AUD,Todd,Gao,31.12.2012 00:00:00,1,34,99,372F61B0-9
359,AUD,Ruben,Torres,31.12.2012 00:00:00,1,2294,99,D897E129-5
353,AUD,Blake,Anderson,31.12.2012 00:00:00,1,2319,99,492CBA87-5
487,AUD,Blake,Anderson,31.12.2012 00:00:00,1,54,99,A29DD549-9
584,CAD,Megan,Anderson,31.12.2012 00:00:00,1,539,99,7519797E-F
222,CAD,Megan,Anderson,31.12.2012 00:00:00,1,34,99,1DCDF408-C
606,USD,Alexa,Bell,31.12.2012 00:00:00,1,539,99,A0EFDE70-6
538,USD,Alexa,Bell,31.12.2012 00:00:00,1,21,49,DBB8A4A7-9
480,USD,Alexa,Bell,31.12.2012 00:00:00,1,2,29,F2EC9E7E-6
388,USD,Jeremy,Watson,31.12.2012 00:00:00,1,1120,49,66514769-7
222,USD,Jeremy,Watson,31.12.2012 00:00:00,1,34,99,AA862D3F-F
471,USD,Jeremy,Watson,31.12.2012 00:00:00,1,63,50,7E7A46F4-4
605,GBP,Jaime,Ruiz,31.12.2012 00:00:00,1,539,99,1C2279D0-D
538,GBP,Jaime,Ruiz,31.12.2012 00:00:00,1,21,49,E81846CF-2
529,GBP,Jaime,Ruiz,31.12.2012 00:00:00,1,3,99,A7D9146F-2
604,USD,Virginia,Fernandez,31.12.2012 00:00:00,1,539,99,962548CC-F
538,USD,Virginia,Fernandez,31.12.2012 00:00:00,1,21,49,0CF8F717-3
529,USD,Virginia,Fernandez,31.12.2012 00:00:00,1,3,99,468745E1-8
480,USD,Virginia,Fernandez,31.12.2012 00:00:00,1,2,29,8196F782-7
562,USD,Brandi,Gill,31.12.2012 00:00:00,1,2384,07,C23A4AE9-E
222,USD,Brandi,Gill,31.12.2012 00:00:00,1,34,99,25807AF5-2
225,USD,Brandi,Gill,31.12.2012 00:00:00,1,8,99,5C383C96-D
574,USD,Krystal,Cai,31.12.2012 00:00:00,1,2384,07,5B9BBAE4-2
479,USD,Krystal,Cai,31.12.2012 00:00:00,1,8,99,F013EFD6-3
477,USD,Krystal,Cai,31.12.2012 00:00:00,1,4,99,64D9BBE4-F
214,USD,Krystal,Cai,31.12.2012 00:00:00,1,34,99,D159DC60-B
361,USD,Cindy,Patel,01.01.2013 00:00:00,1,2294,99,C870D0AB-A
477,USD,Cindy,Patel,01.01.2013 00:00:00,1,4,99,DBE25C09-8
478,USD,Cindy,Patel,01.01.2013 00:00:00,1,9,99,A745DDFB-7
378,USD,Brad,She,01.01.2013 00:00:00,1,2443,35,8E85B7B2-3
353,GBP,Nicole,Brown,01.01.2013 00:00:00,1,2319,99,7B63CEDB-8
478,GBP,Nicole,Brown,01.01.2013 00:00:00,1,9,99,6DAAAA1B-4
477,GBP,Nicole,Brown,01.01.2013 00:00:00,1,4,99,4E6584EC-B
376,GBP,Joanna,Hernandez,01.01.2013 00:00:00,1,2443,35,E3743C93-1
479,GBP,Joanna,Hernandez,01.01.2013 00:00:00,1,8,99,FE03B0A7-D
477,GBP,Joanna,Hernandez,01.01.2013 00:00:00,1,4,99,372E875B-1
489,GBP,Joanna,Hernandez,01.01.2013 00:00:00,1,53,99,FAF9AF00-B
374,USD,Maurice,Shan,01.01.2013 00:00:00,1,2443,35,663A6814-D
592,USD,Kaylee,Gray,01.01.2013 00:00:00,1,564,99,0176CC5B-1
535,USD,Kaylee,Gray,01.01.2013 00:00:00,1,24,99,A2B7673A-7
480,USD,Kaylee,Gray,01.01.2013 00:00:00,1,2,29,873A203C-D
378,CAD,Oscar,Perry,01.01.2013 00:00:00,1,2443,35,052C1305-B
484,CAD,Oscar,Perry,01.01.2013 00:00:00,1,7,95,52FB342D-E
372,USD,Amanda,Sanders,01.01.2013 00:00:00,1,2443,35,209A12CA-C
529,USD,Amanda,Sanders,01.01.2013 00:00:00,1,3,99,25119AF0-8
540,USD,Amanda,Sanders,01.01.2013 00:00:00,1,32,60,51F7FFCE-6
484,USD,Amanda,Sanders,01.01.2013 00:00:00,1,7,95,76C76F0B-2
386,AUD,Karl,Andersen,01.01.2013 00:00:00,1,1120,49,21CBDD61-3
217,AUD,Karl,Andersen,01.01.2013 00:00:00,1,34,99,5667CA58-E
463,AUD,Karl,Andersen,01.01.2013 00:00:00,1,24,49,A62F2B05-C
363,AUD,Shannon,Wang,01.01.2013 00:00:00,1,2294,99,111E281B-E
485,AUD,Shannon,Wang,01.01.2013 00:00:00,1,21,98,44AE222D-6
382,USD,Caitlin,Morgan,01.01.2013 00:00:00,1,1120,49,111C1FEA-C
386,CAD,Riley,Washington,01.01.2013 00:00:00,1,1120,49,21133135-2
214,CAD,Riley,Washington,01.01.2013 00:00:00,1,34,99,0062A788-B
573,USD,Maurice,Shan,01.01.2013 00:00:00,1,2384,07,B5D3EFCF-1
479,USD,Maurice,Shan,01.01.2013 00:00:00,1,8,99,11EF2838-B
477,USD,Maurice,Shan,01.01.2013 00:00:00,1,4,99,36ECBA47-A
214,USD,Maurice,Shan,01.01.2013 00:00:00,1,34,99,4A903FB0-5
225,USD,Maurice,Shan,01.01.2013 00:00:00,1,8,99,5ECD99BA-2
575,USD,Albert,Hernandez,01.01.2013 00:00:00,1,2384,07,B5AF560B-6
479,USD,Albert,Hernandez,01.01.2013 00:00:00,1,8,99,F9B0DAFD-8
477,USD,Albert,Hernandez,01.01.2013 00:00:00,1,4,99,AC501E3D-4
578,GBP,Tyrone,Hernandez,01.01.2013 00:00:00,1,1214,85,9E9A0295-1
488,GBP,Tyrone,Hernandez,01.01.2013 00:00:00,1,53,99,5EADDEE7-8
359,USD,Melody,Munoz,02.01.2013 00:00:00,1,2294,99,5513269D-5
478,USD,Melody,Munoz,02.01.2013 00:00:00,1,9,99,CC5787F7-6
477,USD,Melody,Munoz,02.01.2013 00:00:00,1,4,99,BEA5A897-4
491,USD,Melody,Munoz,02.01.2013 00:00:00,1,53,99,42810469-4
588,GBP,Warren,Rai,02.01.2013 00:00:00,1,769,49,57426599-4
528,GBP,Warren,Rai,02.01.2013 00:00:00,1,4,99,FDB37019-E
536,GBP,Warren,Rai,02.01.2013 00:00:00,1,29,99,D04DEC20-D
217,GBP,Warren,Rai,02.01.2013 00:00:00,1,34,99,3407664F-8
361,USD,Christian,Thomas,02.01.2013 00:00:00,1,2294,99,21547BDE-0
528,USD,Christian,Thomas,02.01.2013 00:00:00,1,4,99,77C59452-4
537,USD,Christian,Thomas,02.01.2013 00:00:00,1,35,00,8C5BDEFA-4
485,USD,Christian,Thomas,02.01.2013 00:00:00,1,21,98,DE4DE263-3
473,USD,Christian,Thomas,02.01.2013 00:00:00,1,63,50,43AC19FD-9
363,USD,Eduardo,Martin,02.01.2013 00:00:00,1,2294,99,8BB80906-2
485,USD,Eduardo,Martin,02.01.2013 00:00:00,1,21,98,B866A213-9
228,USD,Eduardo,Martin,02.01.2013 00:00:00,1,49,99,24DBEA6B-1
225,USD,Eduardo,Martin,02.01.2013 00:00:00,1,8,99,75F9BEE1-8
564,AUD,Kelli,Raje,02.01.2013 00:00:00,1,2384,07,0735D37C-D
363,AUD,Jon,Gao,02.01.2013 00:00:00,1,2294,99,6D872ACA-D
485,AUD,Jon,Gao,02.01.2013 00:00:00,1,21,98,F240AF26-F
478,AUD,Jon,Gao,02.01.2013 00:00:00,1,9,99,A839D23C-6
477,AUD,Jon,Gao,02.01.2013 00:00:00,1,4,99,3AC5710C-0
214,AUD,Jon,Gao,02.01.2013 00:00:00,1,34,99,21CD694C-2
376,AUD,Marc,Ramos,03.01.2013 00:00:00,1,2443,35,5059DD2D-0
484,AUD,Marc,Ramos,03.01.2013 00:00:00,1,7,95,0ED3523C-7
374,AUD,Ethan,Coleman,03.01.2013 00:00:00,1,2443,35,137AE74D-5
540,AUD,Ethan,Coleman,03.01.2013 00:00:00,1,32,60,8C93B542-A
529,AUD,Ethan,Coleman,03.01.2013 00:00:00,1,3,99,31ADA29D-7
480,AUD,Ethan,Coleman,03.01.2013 00:00:00,1,2,29,768925F0-2
359,GBP,Randy,Zeng,03.01.2013 00:00:00,1,2294,99,275CE21F-2
222,GBP,Randy,Zeng,03.01.2013 00:00:00,1,34,99,C9391C2C-8
225,GBP,Randy,Zeng,03.01.2013 00:00:00,1,8,99,77AE77F5-F
582,USD,Alejandro,Raji,03.01.2013 00:00:00,1,1700,99,7475F6B8-9
217,USD,Alejandro,Raji,03.01.2013 00:00:00,1,34,99,70750199-2
234,USD,Alejandro,Raji,03.01.2013 00:00:00,1,49,99,2C2B6EC5-7
463,USD,Alejandro,Raji,03.01.2013 00:00:00,1,24,49,E59ECA9B-4
372,GBP,Nathan,Miller,03.01.2013 00:00:00,1,2443,35,D34453B5-7
540,GBP,Nathan,Miller,03.01.2013 00:00:00,1,32,60,14D08A8C-3
378,GBP,Clarence,Huang,03.01.2013 00:00:00,1,2443,35,3401BC83-3
487,GBP,Clarence,Huang,03.01.2013 00:00:00,1,54,99,E86C96E0-1
372,USD,Marshall,Cai,03.01.2013 00:00:00,1,2443,35,1CEB59F7-A
529,USD,Marshall,Cai,03.01.2013 00:00:00,1,3,99,2A8CD661-C
540,USD,Marshall,Cai,03.01.2013 00:00:00,1,32,60,5D4F540E-0
359,USD,Elizabeth,Jones,03.01.2013 00:00:00,1,2294,99,B918892F-8
485,USD,Elizabeth,Jones,03.01.2013 00:00:00,1,21,98,6D659C90-4
222,USD,Elizabeth,Jones,03.01.2013 00:00:00,1,34,99,630CD830-5
359,CAD,Brianna,Morgan,03.01.2013 00:00:00,1,2294,99,1E3B2CA5-4
485,CAD,Brianna,Morgan,03.01.2013 00:00:00,1,21,98,04E38111-2
472,CAD,Brianna,Morgan,03.01.2013 00:00:00,1,63,50,040F3BD5-C
363,USD,Jonathan,Phillips,03.01.2013 00:00:00,1,2294,99,AB38CEF0-F
217,USD,Jonathan,Phillips,03.01.2013 00:00:00,1,34,99,0F8A18A9-A
565,USD,Joel,Vance,03.01.2013 00:00:00,1,742,35,21B16DCF-4
222,USD,Joel,Vance,03.01.2013 00:00:00,1,34,99,E04B2192-E
234,USD,Joel,Vance,03.01.2013 00:00:00,1,49,99,EC126053-3
569,USD,Kristina,Arun,03.01.2013 00:00:00,1,742,35,5948BD4C-7
217,USD,Kristina,Arun,03.01.2013 00:00:00,1,34,99,E3F67C9F-3
582,AUD,Joel,Sanchez,03.01.2013 00:00:00,1,1700,99,682A7BA5-E
489,AUD,Joel,Sanchez,03.01.2013 00:00:00,1,53,99,572426DF-4
581,AUD,Tara,Lal,03.01.2013 00:00:00,1,1700,99,63BEB268-0
361,AUD,Rob,Verhoff,03.01.2013 00:00:00,1,2294,99,84E296DE-5
477,AUD,Rob,Verhoff,03.01.2013 00:00:00,1,4,99,E758C607-A
478,AUD,Rob,Verhoff,03.01.2013 00:00:00,1,9,99,29141B00-7
480,AUD,Rob,Verhoff,03.01.2013 00:00:00,1,2,29,E29915B2-A
604,CAD,Isabella,Walker,03.01.2013 00:00:00,1,539,99,B89CE23F-3
538,CAD,Isabella,Walker,03.01.2013 00:00:00,1,21,49,FB9CC348-0
529,CAD,Isabella,Walker,03.01.2013 00:00:00,1,3,99,6F1A53E1-D
386,GBP,Roy,Rana,03.01.2013 00:00:00,1,1120,49,167E2298-4
234,GBP,Roy,Rana,03.01.2013 00:00:00,1,49,99,AA067D35-A
